"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","United States of America","Both sexes","10.7 [10.3-13.0]","10.69180","10.32020","13.04920","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Americas","United States of America","Both sexes","14.4 [13.6-19.2]","14.41140","13.62330","19.22240","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Americas","United States of America","Both sexes","13.7 [13.0-17.8]","13.65030","13.02350","17.79520","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","United States of America","Male","16.4 [15.9-23.5]","16.44180","15.88190","23.50430","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","United States of America","Male","18.5 [17.9-26.3]","18.51970","17.89570","26.26820","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","United States of America","Male","18.1 [17.5-24.7]","18.08970","17.52900","24.73820","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Americas","United States of America","Both sexes","14.1 [13.2-18.8]","14.09160","13.22940","18.84440","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","United States of America","Both sexes","11.4 [11.0-16.8]","11.39540","11.02230","16.80990","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","United States of America","Male","17.7 [17.2-23.1]","17.74820","17.19410","23.05480","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","United States of America","Both sexes","11.7 [11.3-15.8]","11.72310","11.31040","15.78080","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","United States of America","Female","4.4 [4.2-4.5]","4.35000","4.16000","4.52000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","United States of America","Male","18.8 [18.0-26.5]","18.76510","18.02310","26.46450","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","United States of America","Female","4.6 [4.4-4.8]","4.57000","4.38000","4.75000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Americas","United States of America","Both sexes","10.6 [10.3-14.7]","10.62920","10.27260","14.69640","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Americas","United States of America","Female","6.5 [6.1-9.6]","6.46000","6.07000","9.56000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","United States of America","Male","17.1 [16.6-24.2]","17.09750","16.55490","24.23180","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Uzbekistan","Both sexes","8.9 [7.1-10.9]","8.92000","7.13000","10.94210","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Uzbekistan","Female","5.3 [4.2-6.6]","5.29000","4.18000","6.55000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Uzbekistan","Both sexes","10.4 [8.8-12.2]","10.38730","8.75000","12.18160","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Uzbekistan","Both sexes","9.2 [7.6-10.9]","9.21000","7.64000","10.93950","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Uzbekistan","Both sexes","9.3 [7.5-11.2]","9.25000","7.54000","11.21090","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Uzbekistan","Both sexes","9.0 [7.6-10.5]","8.98000","7.63000","10.47100","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Uzbekistan","Both sexes","10.2 [8.5-12.1]","10.22390","8.50000","12.14540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Uzbekistan","Female","4.4 [3.5-5.4]","4.40000","3.49000","5.44000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Uzbekistan","Male","13.1 [11.2-15.2]","13.14060","11.23910","15.24930","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Uzbekistan","Both sexes","8.2 [6.9-9.8]","8.22000","6.85000","9.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Uzbekistan","Male","12.5 [10.5-14.8]","12.52940","10.51520","14.81130","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Uzbekistan","Male","18.0 [15.4-20.8]","18.01470","15.38480","20.81630","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Uzbekistan","Male","16.4 [13.9-19.1]","16.40990","13.90020","19.09080","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Uzbekistan","Male","15.0 [12.4-18.0]","15.03930","12.39790","17.98960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Uzbekistan","Female","4.6 [3.7-5.6]","4.56000","3.68000","5.55000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Uzbekistan","Female","4.5 [3.7-5.4]","4.46000","3.65000","5.39000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Uzbekistan","Both sexes","8.9 [7.3-10.7]","8.90000","7.29000","10.72090","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Uzbekistan","Both sexes","8.3 [6.2-10.8]","8.28000","6.16000","10.78230","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Uzbekistan","Female","4.2 [3.4-5.0]","4.16000","3.40000","5.00000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Uzbekistan","Female","5.5 [4.5-6.6]","5.52000","4.53000","6.59000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Uzbekistan","Female","5.2 [4.3-6.1]","5.16000","4.32000","6.07000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Uzbekistan","Both sexes","11.7 [10.0-13.6]","11.73270","10.00000","13.64240","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Uzbekistan","Female","4.9 [4.1-5.9]","4.92000","4.08000","5.88000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Uzbekistan","Male","13.1 [10.9-15.6]","13.14790","10.94430","15.57740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Uzbekistan","Female","4.6 [3.9-5.5]","4.64000","3.86000","5.50000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Uzbekistan","Male","15.5 [13.1-18.1]","15.47850","13.06560","18.08920","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Uzbekistan","Male","13.7 [11.4-16.5]","13.74900","11.35660","16.47550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Uzbekistan","Both sexes","8.3 [7.0-9.8]","8.30000","6.98000","9.77000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Uzbekistan","Female","5.1 [4.3-6.0]","5.09000","4.26000","6.00000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Uzbekistan","Male","14.4 [11.8-17.3]","14.39880","11.83930","17.33960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Uzbekistan","Female","5.4 [4.5-6.4]","5.44000","4.53000","6.43000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Uzbekistan","Male","18.9 [16.2-21.8]","18.91180","16.20220","21.84220","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Uzbekistan","Both sexes","9.2 [7.7-10.8]","9.20000","7.73000","10.78280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Uzbekistan","Female","5.2 [3.9-6.6]","5.15000","3.92000","6.57000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Uzbekistan","Male","12.8 [10.3-15.6]","12.78520","10.27660","15.61010","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Uzbekistan","Male","12.5 [9.7-15.8]","12.53190","9.69000","15.80810","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Uzbekistan","Male","13.2 [11.2-15.3]","13.17060","11.19870","15.27910","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Uzbekistan","Both sexes","12.0 [10.3-14.0]","12.04870","10.32080","13.96010","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Uzbekistan","Male","16.2 [13.6-19.1]","16.22940","13.59860","19.13840","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Uzbekistan","Both sexes","11.3 [9.6-13.2]","11.29710","9.59000","13.15400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Uzbekistan","Female","4.9 [4.1-5.8]","4.90000","4.09000","5.84000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Uzbekistan","Both sexes","9.0 [7.7-10.5]","9.03000","7.65000","10.52520","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Uzbekistan","Female","4.7 [3.9-5.6]","4.69000","3.87000","5.64000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Uzbekistan","Female","4.8 [4.0-5.7]","4.83000","4.04000","5.73000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Uzbekistan","Both sexes","8.6 [7.3-10.0]","8.57000","7.25000","10.02990","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Uzbekistan","Female","4.3 [3.5-5.3]","4.34000","3.47000","5.30000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Uzbekistan","Both sexes","8.9 [7.6-10.4]","8.92000","7.58000","10.38350","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Uzbekistan","Male","12.6 [10.6-14.7]","12.56150","10.63450","14.73540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Uzbekistan","Male","11.8 [8.8-15.4]","11.84120","8.85000","15.38800","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Uzbekistan","Male","19.6 [16.9-22.6]","19.63680","16.92330","22.60990","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Uzbekistan","Female","5.1 [4.3-6.0]","5.13000","4.31000","6.03000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Uzbekistan","Female","4.9 [3.6-6.5]","4.93000","3.61000","6.45000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Uzbekistan","Female","4.5 [3.5-5.5]","4.46000","3.54000","5.49000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Uzbekistan","Both sexes","9.8 [8.2-11.6]","9.81000","8.23000","11.55900","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Uzbekistan","Both sexes","8.7 [6.7-11.1]","8.73000","6.72000","11.05180","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Uzbekistan","Male","13.2 [11.1-15.4]","13.20650","11.13230","15.42840","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Uzbekistan","Male","13.0 [11.1-15.0]","12.95910","11.07810","15.03190","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Uzbekistan","Male","12.8 [10.9-14.9]","12.76350","10.86090","14.86740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Uzbekistan","Both sexes","9.6 [7.8-11.6]","9.59000","7.84000","11.55560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Uzbekistan","Female","4.3 [3.6-5.1]","4.29000","3.55000","5.11000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","Saint Vincent and the Grenadines","Both sexes","4.3 [3.3-5.5]","4.33000","3.27000","5.54000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","Saint Vincent and the Grenadines","Both sexes","6.5 [4.8-8.3]","6.45000","4.82000","8.34000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","Saint Vincent and the Grenadines","Male","5.2 [3.8-6.8]","5.17000","3.83000","6.76000","","",""
